Category,Description,Employer,Location,Multiple,State,Translation
IT,Experienced CSV Consultant,wega Informatik AG,Basel,N,Basel,Experienced CSV Consultant
IT,Fachperson Security (w/m),ISS Schweiz,Basel,N,Basel,Expert Security (w / m)
IT,Hardware Engineer - Medical Devices,NoData,Basel,N,Basel,Hardware Engineer - Medical Devices
IT,ICT Architect (100 %),Bank CIC (Schweiz) AG,Basel,N,Basel,ICT Architect (100 %)
IT,ICT Security- / Netzwerkspezialist (100 %),Bank CIC (Schweiz) AG,Basel,N,Basel,ICT security / network specialist (100%)
IT,IT Contracting Data Migration Lead (m/f),Datalynx AG,Basel,N,Basel,IT Contracting Data Migration Lead (m/f)
IT,IT-Projektleiter/Entwickler (m/w/d),scope solutions ag,Basel,N,Basel,IT Project Manager / Developer (m / w / d)
IT,Java Architect / Technical Lead,ELCA Informatik AG,Basel,N,Basel,Java Architect / Technical Lead
IT,Java Engineer w/m (Back- und Frontend),a & u Kaderberatung AG,Basel,N,Basel,Java Engineer w / m (back- and front-end)
IT,Java full stack Developer / Senior Java full stack Developer,ELCA Informatik AG,Basel,N,Basel,Java full stack Developer / Senior Java full stack Developer
IT,Java Senior Software Engineer Cloud (m/w),adesso Schweiz AG,Basel,N,Basel,Java Senior Software Engineer Cloud (m/w)
IT,Java Softwareentwicklung Expert (m/w),Datalynx AG,Basel,N,Basel,Java Software Development Expert (m / f)
IT,Junior CSV Consultant,wega Informatik AG,Basel,N,Basel,Junior CSV Consultant
IT,Junior Data Modeler MES (m/f),Datalynx AG,Basel,N,Basel,Junior Data Modeler MES (m/f)
IT,Junior Mediamatiker oder Webpublisher 20-50% m/w (Joomla & WordPress),Masterhomepage GmbH,Basel,N,Basel,Junior Mediamatiker or Webpublisher 20-50% w / w (Joomla & Wordpress)
IT,Junior Software Engineer (JAVA/.NET),ELCA Informatik AG,Basel,N,Basel,Junior Software Engineer (JAVA/.NET)
IT,Karrierestart im Digital Risk & Process Analytics - Trade Industries & Services Basel - Star,PwC,Basel,N,Basel,Karrierestart im Digital Risk & Process Analytics - Trade Industries & Services Basel - Star
IT,Lead Developer (SpringCloud),wega Informatik AG,Basel,N,Basel,Lead Developer (SpringCloud)
IT,Lehrstelle Informatikerin / Informatiker EFZ 100%,Basler Kantonalbank,Basel,N,Basel,Apprenticeship computer scientist / computer EFZ 100%
IT,LIMS Expert / Developer,wega Informatik AG,Basel,N,Basel,LIMS Expert / Developer
IT,Medical Devices Development Specialist,NoData,Basel,N,Basel,Medical Devices Development Specialist
IT,Microsoft Software-Architekt (m/w),adesso Schweiz AG,Basel,N,Basel,Microsoft Software-Architect (m / w)
IT,Network Security Engineer,Bank J. Safra Sarasin AG,Basel,N,Basel,Network Security Engineer
IT,Network Security Engineer,Bank J. Safra Sarasin AG,Basel,N,Basel,Network Security Engineer
IT,Paramatrierer Avaloq (80%-100%),Basellandschaftliche Kantonalbank,Basel,N,Basel,Paramatrierer Avaloq (80%-100%)
IT,PHP Backend Developer (m/w),BackOffice AG,Basel,N,Basel,PHP Backend Developer (m/w)
IT,Projektleiter/-in ABACUS Modul CRM (Basel),ProSearch AG,Basel,N,Basel,Project / -in ABACUS module CRM (Basel)
IT,Projektleiter/in IT Infrastruktur 100%,WIR Bank Genossenschaft,Basel,N,Basel,Project Manager / IT infrastructure 100%
IT,R Developer,NoData,Basel,N,Basel,R Developer
IT,R Programmer,NoData,Basel,N,Basel,R Programs
IT,Research Informatics Specialist / Database Developer,wega Informatik AG,Basel,N,Basel,Research Informatics Specialist / Database Developer
IT,SAP MM - Modulverantwortlicher (w/m),Unicada AG,Basel,N,Basel,SAP MM - Modulverantwortlicher (w / w)
IT,SAP SCM Inhouse Consultant (m/f/x),Oettinger Davidoff AG,Basel,N,Basel,SAP SCM Inhouse Consultant (m/f/x)
IT,Senior CSV Consultant,wega Informatik AG,Basel,N,Basel,Senior CSV Consultant
IT,Senior Frontend Engineer 80-100%,Basler Kantonalbank,Basel,N,Basel,Senior Frontend Engineer 80-100%
IT,Senior IT-Tester (w/m),Unicada AG,Basel,N,Basel,Senior IT-Tester (w/m)
IT,Senior IT-Tester (w/m),Unicada AG,Basel,N,Basel,Senior IT-Tester (w/m)
IT,Senior Microsoft Software Engineer (m/w),adesso Schweiz AG,Basel,N,Basel,Senior Microsoft Software Engineer (m/w)
IT,Senior Software Engineer (m/w/d) Java,NoData,Basel,N,Basel,Senior Software Engineer (m/w/d) Java
IT,ServiceNow Architect / Transition Manager,TechMahindra,Basel,N,Basel,ServiceNow Architect / Transition Manager
IT,Software Architect (m/w/d) Java Enterprise Solutions,NoData,Basel,N,Basel,Software Architect (m/w/d) Java Enterprise Solutions
IT,Software Engineer,NoData,Basel,N,Basel,Software Engineer
IT,Software Engineer (m/w/d) Java,NoData,Basel,N,Basel,Software Engineer (m/w/d) Java
IT,Software Engineer (m/w/d) Liferay,NoData,Basel,N,Basel,Software Engineer (m/w/d) Liferay
IT,Software Engineer Java (m/w),Prevo-System AG,Basel,N,Basel,Software Engineer Java (m/w)
IT,Software Entwickler/Engineer (m/w) 100% - professional/senior,evado gmbh,Basel,N,Basel,Software Developer / Engineer (m / w) 100% - professional / senior
IT,Softwareentwickler/in,Bell Schweiz AG,Basel,N,Basel,Software Developer / in
IT,System Engineer (m/w),Dexion Services AG,Basel,N,Basel,System Engineer (m/w)
IT,Testautomatisierungs-Engineer TOSCA (100 %),Bank CIC (Schweiz) AG,Basel,N,Basel,Testautomatisierungs-engineer TOSCA (100%)
IT,UX/UI Designer,NoData,Basel,N,Basel,UX / UI Designer
IT,Validation Lead (m/f),Datalynx AG,Basel,N,Basel,Validation Lead (m/f)
IT,Web/Frontend Developer (Angular),ELCA Informatik AG,Basel,N,Basel,Web/Frontend Developer (Angular)
IT,MDM SUPPORTER,execure ag,Basel BS,N,Basel,MDM SUPPORTER
IT,PROGRAMMER,execure ag,Basel BS,N,Basel,PROGRAMMER
IT,IT Consultant - IT Performance Management,Altersis Performance AG,"Basel, BS",N,Basel,IT Consultant - IT Performance Management
IT,UX Designer / Applikation Engineer mit Projektleitungserfahrung (m/w) 80-100 % [Ref: 1321],Freestar-Informatik AG,Baselland,N,Basel,UX designer / engineer with project management application experience (m / w) 80-100% [Ref 1321]
IT,Administrator,NoData,CH 4051 Basel,N,Basel,Administrator
IT,Frontend Engineer,bluesky IT-Solutions AG,CH 4051 Basel,N,Basel,Frontend Engineer
IT,Full Stack Software Engineer Java (m/w),bluesky IT-Solutions AG,CH 4051 Basel,N,Basel,Full Stack Software Engineer Java (m/w)
IT,"Full Stack Software Engineers for Java, Web and Mobile (m/f)",NoData,CH 4051 Basel,N,Basel,"Full Stack Software Engineers for Java, Web and Mobile (m/f)"
IT,IT-Allrounder 100% (m/w),NoData,CH 4051 Basel,N,Basel,IT-Allrounder 100% (m/w)
IT,Karrierestart als Junior Software Engineer Java / Web (m/w/d),nag informatik ag,CH 4051 Basel,N,Basel,Start your career as a Junior Software Engineer Java / Web (m / w / d)
IT,Senior Java Software Engineer (m/w/d),nag informatik ag,CH 4051 Basel,N,Basel,Senior Java Software Engineer (m/w/d)
IT,IT specialist with background in economy - focus on data migration,nag informatik ag,CH 4051 Basel,N,Basel,IT specialist with background in economy - focus on data migration
IT,(Junior) DevOps / Quality & Security Engineer,Jacando AG,CH 4052 Basel,N,Basel,(Junior) DevOps / Quality & Security Engineer
IT,(Junior) NodeJS Back-End Developer,Jacando AG,CH 4052 Basel,N,Basel,(Junior) NodeJS Back-End Developer
IT,(Junior) React / NodeJS Full-Stack Developer,Jacando AG,CH 4052 Basel,N,Basel,(Junior) React / NodeJS Full-Stack Developer
IT,(Junior) React Front-End Developer,Jacando AG,CH 4052 Basel,N,Basel,(Junior) React Front-End Developer
IT,Elixir Developer,NoData,CH 4052 Basel,N,Basel,Elixir Developer
IT,Full Stack Developer,NoData,CH 4052 Basel,N,Basel,Full Stack Developer
IT,"IT-Techniker/Systembetreuer (80-100%, m/w)",NoData,CH 4052 Basel,N,Basel,"IT technician / Managers (80-100%, m / f)"
IT,Praktikum / Praxis Semester Software Engineering (6-12 Monate),Jacando AG,CH 4052 Basel,N,Basel,Internship / Internship Software Engineering (6-12 months)
IT,Python Developer,NoData,CH 4052 Basel,N,Basel,Python Developer
IT,Ruby on Rails Developer,NoData,CH 4052 Basel,N,Basel,Ruby on Rails Developer
IT,UI/UX Designer,Jacando AG,CH 4052 Basel,N,Basel,UI / UX Designer
IT,Web/Frontend Developer,YOO AG,CH 4052 Basel,N,Basel,Web/Frontend Developer
IT,Full-Stack-Developer mit Schwerpunkt Java oder .NET,NoData,CH 4053 Basel,N,Basel,Full-stack developer focusing on Java or .NET
IT,"Java Full-Stack Software Developer, Genedata Biologics",Genedata AG,CH 4053 Basel,N,Basel,"Java Full-Stack Software Developer, Genedata Biologics"
IT,"Java Full-Stack Software Developer, Genedata Screener",Genedata AG,CH 4053 Basel,N,Basel,"Java Full-Stack Software Developer, Genedata Screener"
IT,Web Developer,NoData,CH 4053 Basel,N,Basel,Web Developer
IT,IT Applikationsmanager Fokus Banking (w/m) 100%,WIR Bank Genossenschaft,CH 4054 Basel,N,Basel,IT Applikationsmanager Fokus Banking (w/m) 100%
IT,Electronics Technician / PCB-Layout specialist,NoData,CH 4057 Basel,N,Basel,Electronics Technician / PCB-Layout specialist
IT,Software Engineer (Microsoft .NET/C#),Concevis AG,CH 4058 Basel,N,Basel,Software Engineer (Microsoft .NET/C#)
IT,Software Entwickler - Office 365 / SharePoint (80-100%),Innobit AG,CH 4058 Basel,N,Basel,Software Developer - Office 365 / SharePoint (80-100%)
IT,Softwareentwickler C# .NET (m/w),vi:sit - Vetter IT solutions Schweiz GmbH,CH 4058 Basel,N,Basel,Software Developer C # (m / w)
IT,Java Developer 100%,Optravis LLC,CH 4102 Binningen,N,Basel,Java Developer 100%
IT,Kotlin Developer 100%,Optravis LLC,CH 4102 Binningen,N,Basel,Kotlin Developer 100%
IT,IT specialist with background in economy 100% (w/m),Optravis LLC,CH 4102 Binningen,N,Basel,IT specialist with background in economy 100% (w/m)
IT,.NET Entwickler Fullstack (w/m),Kallysoft Informatik AG,CH 4123 Allschwil,N,Basel,.NET developers full stack (w / m)
IT,JAVA Programmierer (w/m),Kallysoft Informatik AG,CH 4123 Allschwil,N,Basel,JAVA Programmer (m / f)
IT,Software Engineer (80-100%),brix cross media ag,CH 4123 Allschwil,N,Basel,Software Engineer (80-100%)
IT,"Datawarehouse und BI Consultant (80 - 100%, w/m)",NoData,CH 4132 Muttenz,N,Basel,Data Warehouse and BI Consultant (80 - 100% w / w)
IT,MICROSOFT DATAWAREHOUSE AND BI CONSULTANT (M/F),NoData,CH 4132 Muttenz,N,Basel,MICROSOFT DATAWAREHOUSE AND BI CONSULTANT (M/F)
IT,Praktikant/in Applikationsentwicklung (Web),Klixa AG,CH 4132 Muttenz,N,Basel,Intern / in application development (web)
IT,"SENIOR BUSINESS INTELLIGENCE CONSULTANT (QLIK,80-100%, W/M)",NoData,CH 4132 Muttenz,N,Basel,"SENIOR BUSINESS INTELLIGENCE CONSULTANT (QLIK, 80-100%, W / M)"
IT,Techniker/in Multimedia,EOTEC AG,CH 4132 Muttenz,N,Basel,Engineer / in Multimedia
IT,Applikationsentwickler (100%; m/w),NoData,CH 4133 Pratteln,N,Basel,"Applikationsentwickler (100%, m / w)"
IT,C Entwickler / -in,NoData,CH 4153 Reinach,N,Basel,C Developer / -in
IT,Java Entwickler / -in,NoData,CH 4153 Reinach,N,Basel,Java Developer / -in
IT,Application Engineer (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,N,Basel,Application Engineer (m/w)
IT,Enterprise Architect (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,N,Basel,Enterprise Architect (m/w)
IT,Entwicklungsingenieur Hardware (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,N,Basel,Hardware Development Engineer (m / f)
IT,IT Service Manager (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,N,Basel,IT Service Manager (m/w)
IT,Network Engineer,NoData,CH 4153 Reinach BL,N,Basel,Network Engineer
IT,Praktikant Softwareentwicklung (m/w),Endress+Hauser (Schweiz) AG,CH 4153 Reinach BL,N,Basel,Intern Software Development (m / w)
IT,Software Engineer (m/w),Joe Security GmbH,CH 4153 Reinach BL,N,Basel,Software Engineer (m/w)
IT,Lernende/r Informatiker/in EFZ (Ausrichtung Systemtechnik) ab August 2021,Ricola AG,CH 4242 Laufen,N,Basel,Learners / r m / f EFZ (alignment system technology) from August 2021
IT,CMS / Frontend Entwickler/in,IWF AG,CH 4410 Liestal,N,Basel,CMS / Front End Developer / in
IT,Full Stack PHP Entwickler/in,IWF AG,CH 4410 Liestal,N,Basel,Full Stack PHP Developer / in
IT,IT/OT Solution Engineer,ControlTech Engineering AG,CH 4410 Liestal,N,Basel,IT / OT Solution Engineer
IT,Senior Software Engineer Java 80-100% w/m,Inside Solutions AG,CH 4410 Liestal,N,Basel,Senior Software Engineer Java 80-100% w/m
IT,Software Engineer Frontend 80-100% w/m,Inside Solutions AG,CH 4410 Liestal,N,Basel,Software Engineer Frontend 80-100% w/m
IT,"Front-End Entwickler (local only, full time) Full-Time",Parashift AG,CH 4450 Sissach,N,Basel,"Front-End Entwickler (local only, full time) Full-Time"
IT,JavaScript-Entwickler/In,Asseco BERIT AG,CH 4450 Sissach,N,Basel,JavaScript developers / In
IT,Senior Python Developer Full-Time,Parashift AG,CH 4450 Sissach,N,Basel,Senior Python Developer Full-Time
IT,"Software Engineer / Backend Entwickler (local only, full time) Full-Time",Parashift AG,CH 4450 Sissach,N,Basel,"Software Engineer / Backend Entwickler (local only, full time) Full-Time"
IT,"(Senior) Citrix System Engineer, 80-100%",Netree AG,Däniken,N,Solothurn,"(Senior) Citrix System Engineer, 80-100%"
IT,Senior Software Engineer (80%-100%),Basellandschaftliche Kantonalbank,Hauptsitz Liestal,N,Basel,Senior Software Engineer (80%-100%)
IT,Senior Software Engineer / Solution Architect (80%-100%),Basellandschaftliche Kantonalbank,Hauptsitz Liestal,N,Basel,Senior Software Engineer / Solution Architect (80%-100%)
IT,Warehouse Management Business Team Lead (m/f),Datalynx AG,Kaiseraugst,N,Aargau,Warehouse Management Business Team Lead (m/f)
IT,Senior Software Engineer (80%-100%),Basellandschaftliche Kantonalbank,Liestal,N,Basel,Senior Software Engineer (80%-100%)
IT,Senior Software Engineer / Solution Architect (80%-100%),Basellandschaftliche Kantonalbank,Liestal,N,Basel,Senior Software Engineer / Solution Architect (80%-100%)
IT,Chef de project Technique,Abraxas Epsilon SA,Münchenstein,N,Basel,Head of Technical Project
IT,Software Engineer .net core & Angular (m/w) ab 80%,Abraxas Informatik AG,Münchenstein,N,Basel,Software Engineer .net core & Angular (m/w) ab 80%
IT,Software/Application Engineer (m/w) Digitales Bauen (VDC/BIM-Methode) Wissenschaftliche/r Mitarbeit,Fachhochschule Nordwestschweiz FHNW,Muttenz,N,Basel,Software / Application Engineer (m / f) Digital Construction (VDC / BIM method) Scientific / r employees
IT,Angular Frontend Developer/-in 80-100%,NoData,Region Basel,N,Basel,Angular Frontend Developer/-in 80-100%
IT,Data Analyst (w/m/d),BROMsolutions AG Binningen BL,Region Basel,N,Basel,Data Analyst (w/m/d)
IT,Product Owner / ProjektleiterIn 80-100%,IWF AG,Region Basel,N,Basel,Product Owner / Project Manager 80-100%
IT,Senior Web Entwickler/in 80-100%,IWF AG,Region Basel,N,Basel,Senior Web Developer / in 80-100%
IT,"Applikationsingenieur (m/w/d) Maschinenbau & Engineering, Reinach BL",NoData,Reinach,N,Basel,"Application Engineer (m / w / d) Machine & Engineering, Reinach BL"
IT,Praktikum Software Engineer,NoData,Baar Baden Bern Zürich,Y,Bern,Internship Software Engineer
IT,Software Engineer,NoData,Baar Baden Bern Zürich,Y,Bern,software Engineer
IT,"SQL Server Consultant - Basel, Bern oder Zürich",NoData,"Basel, Bern oder Zürich",Y,Bern,"SQL Server Consultant - Basel, Bern and Zurich"
IT,Java Software Engineer (m/w),adesso Schweiz AG,"Basel, Bern, Lausanne, Lugano, Zürich",Y,Bern,Java Software Engineer (m / f)
IT,IT Security Engineer (m/w),adesso Schweiz AG,"Basel, Bern, Lausanne, Zürich",Y,Bern,IT Security Engineer (m / f)
IT,(Senior) Android Entwickler (m/w),adesso Schweiz AG,"Basel, Bern, Zürich",Y,Bern,(Senior) Android Developer (m / f)
IT,(Senior) Entwickler Microsoft Dynamics CRM (m/w),adesso Schweiz AG,"Basel, Bern, Zürich",Y,Bern,(Senior) Developer Microsoft Dynamics CRM (m / w)
IT,(Senior) Software Engineer (m/w) Microsoft,adesso Schweiz AG,"Basel, Bern, Zürich",Y,Bern,(Senior) Software Engineer (m / w) Microsoft
IT,"Informatiker EFZ, Fachrichtung Applikationsentwicklung (m/w)",isolutions AG,"Basel, Bern, Zürich",Y,Bern,"Computer EFZ, field application development (m / f)"
IT,IT-Consultant Manufacturing Industries (m/w),adesso Schweiz AG,"Basel, Bern, Zürich",Y,Bern,IT Consultant Manufacturing Industries (m / f)
IT,Platform Engineer Container Technologies - Bereich Digital & Innovation (m/w),adesso Schweiz AG,"Basel, Bern, Zürich",Y,Bern,Platform Engineer Container Technologies - the Digital & Innovation (m / f)
IT,Senior IT-Consultant Life Sciences (m/w),adesso Schweiz AG,"Basel, Bern, Zürich",Y,Bern,Senior IT Consultant Life Sciences (m / f)
IT,Software Architect,isolutions AG,"Basel, Bern, Zürich",Y,Bern,software Architect
IT,Software Engineer .NET in der Individualsoftwareentwicklung,isolutions AG,"Basel, Bern, Zürich",Y,Bern,.NET Software Engineer in the custom software development
IT,UI/UX Spezialist,adesso Schweiz AG,"Basel, Bern, Zürich",Y,Bern,UI / UX Specialist
IT,"Open Infrastructure Consultant - Basel, Zürich oder Bern",NoData,"Basel, Zürich oder Bern",Y,Bern,"Open Infrastructure Consultant - Basel, Zurich or Bern"
IT,Software Architect,ERNI Schweiz AG,Bern / Zürich,Y,Bern,software Architect
IT,Senior Cloud Workplace Engineer,isolutions AG,Bern / Zürich / Basel,Y,Bern,Senior Cloud Engineer Workplace
IT,Technical Consultant - Digital Workplace,isolutions AG,Bern / Zürich / Basel,Y,Bern,Technical Consultant - Digital Workplace
IT,Software Engineer AI/ML Applications 80% bis 100%,Swisscom (Schweiz) AG,Bern and Lausanne,Y,Bern,Software Engineer AI / ML Applications 80% to 100%
IT,Senior Network Engineer (m/w),ENKOM,Bern oder Sursee,Y,Bern,Senior Network Engineer (m / f)
IT,Systems Engineer ECM (m/w),adeon ag,Bern oder Vaduz LI,Y,Bern,Systems Engineer ECM (m / w)
IT,Network Security Architect 100%,United Security Providers AG,Bern oder Zürich,Y,Bern,Network Security Architect 100%
IT,Security Solution Engineer / Architect 80 bis 100%,United Security Providers AG,Bern oder Zürich,Y,Bern,Security Solution Engineer / Architect 80 to 100%
IT,Senior IT Security Consultant,United Security Providers AG,Bern oder Zürich,Y,Bern,Senior IT Security Consultant
IT,Senior Technology Consultant SAP Basis 80% bis 100%,Swisscom (Schweiz) AG,Bern oder Zürich,Y,Bern,Senior Technology Consultant SAP Basis 80% to 100%
IT,Solution Consultant 100%,Swisscom (Schweiz) AG,Bern oder Zürich,Y,Bern,Solution Consultant 100%
IT,Web Application Architect (PHP/Magento/Akeneo),Unic AG,Bern oder Zürich,Y,Bern,Web Application Architect (PHP / Magento / Akeneo)
IT,IT - Business Consultant (m/w),ParMag AG,Bern und/oder Zürich,Y,Bern,IT - Business Consultant (m / w)
IT,Business Analyst (w/m),ParMag AG,"Bern, Basel und Zürich",Y,Bern,Business Analyst (m / f)
IT,Consultant Senior Java (H/F) (pour la Romandie),adesso Schweiz AG,"Bern, Lausanne",Y,Bern,Senior Java Consultant (M / F) (for Romandie)
IT,.NET Software-Architekt/in (80-100%),bbv Software Services AG,"Bern, Luzern, Zug, Zürich",Y,Bern,.NET Software Architect / in (80-100%)
IT,.NET Software-Ingenieur/in (80-100%),bbv Software Services AG,"Bern, Luzern, Zug, Zürich",Y,Bern,.NET Software Engineer / in (80-100%)
IT,Java Software-Architekt/in (80-100%),bbv Software Services AG,"Bern, Luzern, Zug, Zürich",Y,Bern,Java software architect / in (80-100%)
IT,Java Software-Ingenieur/in (80-100%),bbv Software Services AG,"Bern, Luzern, Zug, Zürich",Y,Bern,Java Software Engineer / in (80-100%)
IT,Senior Java Software-Ingenieur/in (80-100%),bbv Software Services AG,"Bern, Luzern, Zug, Zürich",Y,Bern,Senior Java Software Engineer / in (80-100%)
IT,Software-Ingenieur/in für Embedded-Systeme (80-100%),bbv Software Services AG,"Bern, Luzern, Zug, Zürich",Y,Bern,Software Engineer / in for embedded systems (80-100%)
IT,Software-Ingenieur/in JEE (80-100%),bbv Software Services AG,"Bern, Luzern, Zug, Zürich",Y,Bern,Software Engineer / in JEE (80-100%)
IT,Webentwickler/in (80-100%),bbv Software Services AG,"Bern, Luzern, Zug, Zürich",Y,Bern,Webentwickler / in (80-100%)
IT,Client Engagement Manager (f/m/d),itelligence AG,"Bern, Regensdorf",Y,Bern,Client Engagement Manager (f / m / d)
IT,JavaScript Entwickler (w/m/d),itelligence AG,"Bern, Regensdorf",Y,Bern,JavaScript Developer (f / m / d)
IT,SAP Consultant S/4HANA Finanzen & Controlling,itelligence AG,"Bern, Regensdorf",Y,Bern,SAP Consultant S / 4hana Financial Officer
IT,SAP Entwickler / Developer (w/m/d),itelligence AG,"Bern, Regensdorf",Y,Bern,SAP developer / developer (w / m / d)
IT,SAP Frontend Developer (w/m/d),itelligence AG,"Bern, Regensdorf",Y,Bern,SAP Front Developer (w / m / d)
IT,SAP Senior Entwickler / Developer (m/w/d),itelligence AG,"Bern, Regensdorf",Y,Bern,SAP Senior Developer / Developer (m / w / d)
IT,SAP Senior S/4HANA Entwickler / Developer (w/m),itelligence AG,"Bern, Regensdorf",Y,Bern,SAP Senior S / 4hana Developer / Developer (m / f)
IT,SAP Technology Consultant (w/m/d),itelligence AG,"Bern, Regensdorf",Y,Bern,SAP Technology Consultant (w / m / d)
IT,Senior SAP Basis Administrator (w/m/d),itelligence AG,"Bern, Regensdorf",Y,Bern,Senior SAP Basis Administrator (m / f / d)
IT,Senior SAP Technology Consultant (w/m/d),itelligence AG,"Bern, Regensdorf",Y,Bern,Senior SAP Technology Consultant (w / m / d)
IT,Webentwickler JavaScript (w/m/d),itelligence AG,"Bern, Regensdorf",Y,Bern,Webentwickler JavaScript (w / m / d)
IT,Radio Network Engineer 80 - 100 %,ENKOM,"Bern, Sursee",Y,Bern,Radio Network Engineer 80-100%
IT,Radio Network Engineer 80 - 100 %,NoData,"Bern, Sursee",Y,Bern,Radio Network Engineer 80-100%
IT,Senior Radio Network Engineer 80-100 %,NoData,"Bern, Sursee",Y,Bern,Senior Radio Network Engineer 80-100%
IT,Software-Ingenieur/in Qt (80-100%),bbv Software Services AG,"Bern, Zug, Zürich",Y,Bern,Software engineer / Qt (80-100%)
IT,Frontend Angular Entwickler (m/w),adesso Schweiz AG,"Bern, Zürich",Y,Bern,Angular frontend developer (m / f)
IT,Senior Software Consultant (m/w),adesso Schweiz AG,"Bern, Zürich",Y,Bern,Senior Software Consultant (m / w)
IT,Trainee zum Junior Software Engineer / Entwickler (all genders),Accenture,"Bern, Zürich",Y,Bern,Trainee for Junior Software Engineer / Developer (all genders)
IT,Senior Security Engineer 80% bis 100%,Swisscom (Schweiz) AG,"Bern, Zürich oder Basel",Y,Bern,Senior Engineer Security 80% to 100%
IT,Angular Developer,ERNI Schweiz AG,Bern/ Zürich,Y,Bern,angular Developer
IT,Senior Angular Developer,ERNI Schweiz AG,Bern/ Zürich,Y,Bern,Senior Angular Developer
IT,Senior Software Engineer Java,ERNI Schweiz AG,Bern/ Zürich,Y,Bern,Senior Software Engineer Java
IT,Software Architect,ERNI Schweiz AG,Bern/ Zürich,Y,Bern,software Architect
IT,Software Engineer Java,ERNI Schweiz AG,Bern/ Zürich,Y,Bern,Java Software Engineer
IT,Requirements Engineer,ERNI Schweiz AG,Bern/Zürich,Y,Bern,Requirements Engineer
IT,Scrum Master / Agile Coach,ERNI Schweiz AG,Bern/Zürich,Y,Bern,Scrum Master / Agile Coach
IT,Payroll/HR-Spezialist für ERP-Beratung (w/m) 80-100%,p4b ag,Berner Seeland,Y,Bern,Payroll / HR Specialist for ERP consulting (w / m) 80-100%
IT,Senior Cloud Software Engineer Java 80% bis 100%,Swisscom (Schweiz) AG,Bern-Ittigen oder Zürich,Y,Bern,Senior Software Engineer Java Cloud 80% to 100%
IT,Software Engineer 80% bis 100%,Swisscom (Schweiz) AG,Bern-Ittigen oder Zürich,Y,Bern,Software Engineer 80% to 100%
IT,DevOps Telco Cloud Network Engineer 80% bis 100%,Swisscom (Schweiz) AG,Bern-Ittigen or Zurich,Y,Bern,DevOps Cloud Telco Network Engineer 80% to 100%
IT,Senior Cloud Software Engineer Java 80% bis 100%,Swisscom (Schweiz) AG,Bern-Ittigen or Zurich,Y,Bern,Senior Software Engineer Java Cloud 80% to 100%
IT,Senior Architect Banking 80% bis 100%,Swisscom (Schweiz) AG,Bern-Ittigen und Zürich,Y,Bern,Senior Architect banking 80% to 100%
IT,Senior Testmanager (m/w),stepwise AG,"Deutschschweiz, vornehmlich Bern",Y,Bern,Senior Test Manager (m / f)
IT,Product Operations Manager AutoScout24 (m/w/d),Scout24 Schweiz AG,Flamatt / Zürich,Y,Multiple,Product Operations Manager AutoScout24 (m / w / d)
IT,Senior Android Developer (ImmoScout24) m/f/d,Scout24 Schweiz AG,Flamatt / Zürich,Y,Multiple,Senior Android Developer (ImmoScout24) m / f / d
IT,Senior Backend Developer Autoscout24/ Motoscout24 (.NET/C#) (f/m/d),Scout24 Schweiz AG,Flamatt / Zürich,Y,Multiple,Senior backend Developer Autoscout24 / MotoScout24 (.NET / C #) (f / m / d)
IT,Software Developer Ruby on Rails (100 %),GARAIO AG,in Bern und Zürich,Y,Bern,Software Developer Ruby on Rails (100%)
IT,Spezialist Business Intelligence 50-100% (m/w),WAGNER AG,Kirchberg BE oder Rümlang ZH,Y,Bern,Specialist Business Intelligence 50-100% (w / w)
IT,Application Manager Finnova 80% bis 100%,Swisscom (Schweiz) AG,Luzern oder Bern-Ittigen,Y,Bern,Application Manager Finnova 80% to 100%
IT,SOFTWARE-INGENIEUR/IN FÜR EMBEDDED-SYSTEME (80-100%),bbv Software Services AG,"Luzern, Zug, Bern, Zürich",Y,Bern,SOFTWARE ENGINEER / IN FOR EMBEDDED SYSTEMS (80-100%)
IT,ICT Solution Engineer 80% bis 100%,Swisscom (Schweiz) AG,"Olten, Bern und Luzern",Y,Bern,ICT Solution Engineer 80% to 100%
IT,Business Intelligence Reporting Specialist (m/w),Swiss Bankers Prepaid Services AG,Raum Bern oder Zürich,Y,Bern,Business Intelligence Reporting Specialist (m / f)
IT,IT-Security Engineer (m/w) in Reinach oder Gümligen,NoData,Reinach oder Gümligen,Y,Bern,IT Security Engineer (m / f) in Reinach or Gümligen
IT,Network Engineer (m/w) in Reinach oder Gümligen,NoData,Reinach oder Gümligen,Y,Bern,Network Engineer (m / f) in Reinach or Gümligen
IT,Principal Consultant in der Software Entwicklung (Medtech/Health) / Mitglied des Kaders,Erni Suisse SA,Zürich / Bern,Y,Bern,Principal Consultant in software development (Medtech / Health) / Member of Management
IT,Requirements Engineer,Erni Suisse SA,Zürich / Bern,Y,Bern,Requirements Engineer
IT,Scrum Master / Agile Coach,Erni Suisse SA,Zürich / Bern,Y,Bern,Scrum Master / Agile Coach
IT,Senior DevOps Engineer,ERNI Schweiz AG,Zürich / Bern,Y,Bern,Senior DevOps Engineer
