Currency,Pricing,Number of rooms,Appt Size,Address,Place,Kanton,Region,Language,Secondary
CHF,780,1,32,"Via Largo Zorzi 1, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,780,1,32,"Via Largo Zorzi 1, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,780,1,0,"Piazzetta de Capitani 10, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,800,2,0,"Via San Francesco 7, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,800,1.5,0,"Via Bartolomeo Varenna 5, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,800,1,15,"Piazzetta De Capitani 10, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,850,1.5,40,"Via ai Saleggi 42, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,850,1.5,32,"Via Balestra 38C, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,1250,2,50,6600 Locarno,Locarno,Ticino,South,Italian,None
CHF,530,1,19,"Via San Jorio 14, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,650,1,18,"Via Gallinazza 7, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,660,1,29,"Via Saleggi 8A, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,750,1.5,0,"Via Pietro Romerio 1, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,770,1.5,35,"Via Giuseppe Cattori 5, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,780,1,32,"Via Largo Zorzi 1, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,780,1,32,"Via Largo Zorzi 1, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,780,1,0,"Piazzetta de Capitani 10, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,800,2,0,"Via San Francesco 7, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,800,1.5,0,"Via Bartolomeo Varenna 5, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,800,1,15,"Piazzetta De Capitani 10, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,850,1.5,40,"Via ai Saleggi 42, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,850,1.5,32,"Via Balestra 38C, 6600 Locarno",Locarno,Ticino,South,Italian,None
CHF,1250,2,50,6600 Locarno,Locarno,Ticino,South,Italian,None
CHF,620,1,31,"Via Locarno 50, 6616 Losone",Losone,Ticino,South,Italian,None
CHF,650,1.5,0,"Via Primore 7, 6616 Losone",Losone,Ticino,South,Italian,None
CHF,700,2,0,"Contrada Maggiore 6, 6616 Losone",Losone,Ticino,South,Italian,None
CHF,620,1,31,"Via Locarno 50, 6616 Losone",Losone,Ticino,South,Italian,None
CHF,650,1.5,0,"Via Primore 7, 6616 Losone",Losone,Ticino,South,Italian,None
CHF,700,2,0,"Contrada Maggiore 6, 6616 Losone",Losone,Ticino,South,Italian,None
CHF,1950,2,65,"Via Belvedere 17, 6935 Bosco Luganese",Bosco Luganese,Ticino,South,Italian,None
CHF,1370,2,65,"Via Belvedere 17, 6935 Bosco Luganese",Bosco Luganese,Ticino,South,Italian,None
CHF,205,1.5,23,"Via Besso, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,520,1,0,"Viale Castagnola 21 F, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,650,1.5,26,"Via Besso 41, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,700,1.5,0,"Via Sorengo 22, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,700,1,30,"Via Ciseri 7, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,720,1.5,0,"via Ciseri 7, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,730,1,0,"STRADA REGINA 5, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,750,1.5,21,"Via del Tiglio 3, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,800,1.5,30,"Via al colle 6, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,800,1.5,0,"Via Calloni 11, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,800,1.5,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,830,1,0,"Via S.Balestra, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,850,2,42,"Contrada Prò 12 Brè, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,850,1.5,30,"Via Cortivallo 3a, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,850,1.5,26,"via Besso 7, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,850,1.5,0,"Via Zurigo 30, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,205,1.5,23,"Via Besso, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,520,1,0,"Viale Castagnola 21 F, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,650,1.5,26,"Via Besso 41, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,700,1.5,0,"Via Sorengo 22, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,700,1,30,"Via Ciseri 7, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,720,1.5,0,"via Ciseri 7, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,730,1,0,"STRADA REGINA 5, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,750,1.5,21,"Via del Tiglio 3, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,800,1.5,30,"Via al colle 6, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,800,1.5,0,"Via Calloni 11, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,800,1.5,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,830,1,0,"Via S.Balestra, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,850,2,42,"Contrada Prò 12 Brè, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,850,1.5,30,"Via Cortivallo 3a, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,850,1.5,26,"via Besso 7, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,850,1.5,0,"Via Zurigo 30, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,880,1.5,31,"Via Moncucchetto 19, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,880,1,31,"Via Moncucchetto 19, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,900,1.5,40,"Via Canevascini 22, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,900,1,35,"Canevascini 24, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,950,1,30,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,950,1,30,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,950,1,0,"Via Maraini 15, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,970,1.5,25,"Generale Arcioni, 20, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,980,1.5,47,"Generoso 4, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,980,1.5,0,"Piazza Cioccaro 10, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,980,1,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,995,1,30,"Lugano, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,995,1,30,"Via Cantonale 8, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1000,1.5,25,"Via Clemente Maraini, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1000,1.5,0,"Via Rava 11, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1050,1.5,30,"via Beltramina, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1050,1,0,"Via al Ponte 6, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1050,1,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1050,1,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1080,1,0,"Via Moncucchetto 21, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,880,1.5,31,"Via Moncucchetto 19, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,880,1,31,"Via Moncucchetto 19, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,900,1.5,40,"Via Canevascini 22, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,900,1,35,"Canevascini 24, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,950,1,30,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,950,1,30,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,950,1,0,"Via Maraini 15, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,970,1.5,25,"Generale Arcioni, 20, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,980,1.5,47,"Generoso 4, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,980,1.5,0,"Piazza Cioccaro 10, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,980,1,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,995,1,30,"Lugano, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,995,1,30,"Via Cantonale 8, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1000,1.5,25,"Via Clemente Maraini, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1000,1.5,0,"Via Rava 11, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1050,1.5,30,"via Beltramina, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1050,1,0,"Via al Ponte 6, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1050,1,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1050,1,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1080,1,0,"Via Moncucchetto 21, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1100,2,38,"VIA AL FORTE 10, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1100,2,0,"Via Brentani 6, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1100,1.5,25,"Via Clemente Maraini, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1130,2,39,"Via Brentani 6, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1150,2,58,"via Trevano 58, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1150,2,50,"Via Coremmo 13, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1150,2,40,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1150,1.5,25,"Via francesco borromini 23, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1150,1,33,"Lugano, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1180,1,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1190,2,36,"Via Monte Carmen 13, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1190,1.5,68,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1200,1.5,43,"Via Aldesago, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1200,1.5,38,"Lugano, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1215,2,46,"Via Gaggini da Bissone 7, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1250,1.5,68,"Via Massagno 28, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1300,2,45,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1300,2,0,"Via Coremmo 13, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1300,1.5,50,"viale Castagnola, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1300,1.5,40,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1100,2,38,"VIA AL FORTE 10, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1100,2,0,"Via Brentani 6, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1100,1.5,25,"Via Clemente Maraini, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1130,2,39,"Via Brentani 6, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1150,2,58,"via Trevano 58, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1150,2,50,"Via Coremmo 13, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1150,2,40,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1150,1.5,25,"Via francesco borromini 23, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1150,1,33,"Lugano, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1180,1,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1190,2,36,"Via Monte Carmen 13, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1190,1.5,68,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1200,1.5,43,"Via Aldesago, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1200,1.5,38,"Lugano, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1215,2,46,"Via Gaggini da Bissone 7, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1250,1.5,68,"Via Massagno 28, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1300,2,45,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1300,2,0,"Via Coremmo 13, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1300,1.5,50,"viale Castagnola, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1300,1.5,40,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1350,1.5,43,"Via Castausio 2b, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1350,1.5,40,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1400,2,45,"Lugano, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1400,2,0,"Via Cantonale 8, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1415,1,50,"Lugano, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1450,2,45,"Lugano, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1450,2,38,"Viale Castagnola 21, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1500,2,48,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1500,1.5,45,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1650,2,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1950,1.5,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,2000,2,90,"Cassarate, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,2100,1,93,"Via Pico 29, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,2550,2,120,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1350,1.5,43,"Via Castausio 2b, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1350,1.5,40,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1400,2,45,"Lugano, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1400,2,0,"Via Cantonale 8, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1415,1,50,"Lugano, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1450,2,45,"Lugano, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1450,2,38,"Viale Castagnola 21, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,1500,2,48,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1500,1.5,45,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1650,2,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,1950,1.5,0,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,2000,2,90,"Cassarate, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,2100,1,93,"Via Pico 29, 6900 Lugano",Lugano,Ticino,South,Italian,None
CHF,2550,2,120,6900 Lugano,Lugano,Ticino,South,Italian,None
CHF,900,2,30,"Vicolo Forte Olimpo 12, 6573 Magadino",Magadino,Ticino,South,Italian,None
CHF,900,2,30,"Vicolo Forte Olimpo 12, 6573 Magadino",Magadino,Ticino,South,Italian,None
CHF,200,1,20,"Via Cantonale 27, 6928 Manno",Manno,Ticino,South,Italian,None
CHF,200,1,20,"Via Cantonale 27, 6928 Manno",Manno,Ticino,South,Italian,None
CHF,200,1,20,"Via Cantonale 27, 6928 Manno",Manno,Ticino,South,Italian,None
CHF,200,1,20,"Via Cantonale 27, 6928 Manno",Manno,Ticino,South,Italian,None
CHF,1020,1.5,0,"Via Martignoni 6, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1150,1.5,0,"Via Selva 17, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1160,2,51,"Via Generale Guisan 13, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1160,2,51,"Via Generale Guisan 15, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1170,2,51,"Via Generale Guisan 13, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1260,1.5,48,"Via Lepori 14, 16, 18, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1350,2,0,6900 Massagno,Massagno,Ticino,South,Italian,None
CHF,1690,2,110,"Via Solaro 1, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1750,2,0,6900 Massagno,Massagno,Ticino,South,Italian,None
CHF,1020,1.5,0,"Via Martignoni 6, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1150,1.5,0,"Via Selva 17, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1160,2,51,"Via Generale Guisan 13, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1160,2,51,"Via Generale Guisan 15, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1170,2,51,"Via Generale Guisan 13, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1260,1.5,48,"Via Lepori 14, 16, 18, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1350,2,0,6900 Massagno,Massagno,Ticino,South,Italian,None
CHF,1690,2,110,"Via Solaro 1, 6900 Massagno",Massagno,Ticino,South,Italian,None
CHF,1750,2,0,6900 Massagno,Massagno,Ticino,South,Italian,None
CHF,840,1.5,38,6818 Melano,Melano,Ticino,South,Italian,None
CHF,840,1.5,38,6818 Melano,Melano,Ticino,South,Italian,None
CHF,750,1.5,0,"Via Al Doyro 8, 6815 Melide",Melide,Ticino,South,Italian,None
CHF,900,1.5,50,"Via Al Doyro 8, 6815 Melide",Melide,Ticino,South,Italian,None
CHF,750,1.5,0,"Via Al Doyro 8, 6815 Melide",Melide,Ticino,South,Italian,None
CHF,900,1.5,50,"Via Al Doyro 8, 6815 Melide",Melide,Ticino,South,Italian,None
CHF,737,1.5,24,"Via al Gas 12, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,850,1.5,0,"Via C. Diener 14, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,850,1,40,"Brecch, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,850,1,0,"VIA CAMPAGNA ADORNA, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,850,1,0,"VIA CAMPAGNA ADORNA, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,850,1,0,6850 Mendrisio,Mendrisio,Ticino,South,Italian,None
CHF,880,2,54,"Via San Martino 23, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,880,2,54,"Via San Martino 25, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,990,1.5,35,"Via Francesco Catenazzi 4, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,1220,1,50,"Via Industria 16, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,1250,1.5,0,"Via Francesco Catenazzi 4, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,1340,1,32,"Via Rime 36, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,1400,2,63,"Via Turconi 19, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,1470,1,36,"Via Rime 36, 6850 Mendrisio",Mendrisio,Ticino,South,Italian,None
CHF,560,1,80,"Via del Sole, 51, 6645 Brione sopra Minusio",Minusio,Ticino,South,Italian,None
CHF,560,1,80,"Via del Sole, 51, 6645 Brione sopra Minusio",Minusio,Ticino,South,Italian,None
CHF,700,1.5,30,6648 Minusio,Minusio,Ticino,South,Italian,None
CHF,700,1.5,30,6648 Minusio,Minusio,Ticino,South,Italian,None
CHF,750,2,45,"Via Rivapiana 52, 6648 Minusio",Minusio,Ticino,South,Italian,None
CHF,750,1,0,6648 Minusio,Minusio,Ticino,South,Italian,None
CHF,760,1,29,"Via Remorino 8, 6648 Minusio",Minusio,Ticino,South,Italian,None
CHF,1060,2,61,"Via San Gottardo 138, 6648 Minusio",Minusio,Ticino,South,Italian,None
CHF,1250,2,60,"Via Verbano 21, 6648 Minusio",Minusio,Ticino,South,Italian,None
CHF,700,1.5,30,6648 Minusio,Minusio,Ticino,South,Italian,None
CHF,700,1.5,30,6648 Minusio,Minusio,Ticino,South,Italian,None
CHF,750,2,45,"Via Rivapiana 52, 6648 Minusio",Minusio,Ticino,South,Italian,None
CHF,750,1,0,6648 Minusio,Minusio,Ticino,South,Italian,None
CHF,760,1,29,"Via Remorino 8, 6648 Minusio",Minusio,Ticino,South,Italian,None
CHF,1060,2,61,"Via San Gottardo 138, 6648 Minusio",Minusio,Ticino,South,Italian,None
CHF,1250,2,60,"Via Verbano 21, 6648 Minusio",Minusio,Ticino,South,Italian,None
CHF,450,1,0,"Via Buetti 2, 6600 Muralto",Muralto,Ticino,South,Italian,None
CHF,550,1,14,"Via del Sole 35, 6600 Muralto",Muralto,Ticino,South,Italian,None
CHF,750,1,0,"Via Sociale 10, 6600 Muralto",Muralto,Ticino,South,Italian,None
CHF,950,1.5,0,"Via Mariani 3, 6600 Muralto",Muralto,Ticino,South,Italian,None
CHF,1070,2,0,"Via dei Pescatori 8, 6600 Muralto",Muralto,Ticino,South,Italian,None
CHF,450,1,0,"Via Buetti 2, 6600 Muralto",Muralto,Ticino,South,Italian,None
CHF,550,1,14,"Via del Sole 35, 6600 Muralto",Muralto,Ticino,South,Italian,None
CHF,750,1,0,"Via Sociale 10, 6600 Muralto",Muralto,Ticino,South,Italian,None
CHF,950,1.5,0,"Via Mariani 3, 6600 Muralto",Muralto,Ticino,South,Italian,None
CHF,1070,2,0,"Via dei Pescatori 8, 6600 Muralto",Muralto,Ticino,South,Italian,None
CHF,1100,1.5,32,"Via Caselle 51, 6644 Orselina",Orselina,Ticino,South,Italian,None
CHF,1120,2,33,"Via Patocchi 33, 6644 Orselina",Orselina,Ticino,South,Italian,None
CHF,1100,1.5,32,"Via Caselle 51, 6644 Orselina",Orselina,Ticino,South,Italian,None
CHF,1120,2,33,"Via Patocchi 33, 6644 Orselina",Orselina,Ticino,South,Italian,None
CHF,789,1.5,20,"Via Zorzi 39a, 6900 Paradiso",Paradiso,Ticino,South,Italian,None
CHF,800,1,25,"Via Geretta 21, 6900 Paradiso",Paradiso,Ticino,South,Italian,None
CHF,900,1.5,28,"Via delle Scuole 16, 6900 Paradiso",Paradiso,Ticino,South,Italian,None
CHF,789,1.5,20,"Via Zorzi 39a, 6900 Paradiso",Paradiso,Ticino,South,Italian,None
CHF,800,1,25,"Via Geretta 21, 6900 Paradiso",Paradiso,Ticino,South,Italian,None
CHF,900,1.5,28,"Via delle Scuole 16, 6900 Paradiso",Paradiso,Ticino,South,Italian,None
CHF,940,1.5,0,"Via ai Grotti 8, 6900 Paradiso",Paradiso,Ticino,South,Italian,None
CHF,990,1.5,40,"Riva Paradiso 4a, 6900 Paradiso",Paradiso,Ticino,South,Italian,None
CHF,1000,1,0,6900 Paradiso,Paradiso,Ticino,South,Italian,None
CHF,1300,2,49,"Via Calprino 5, 6900 Paradiso",Paradiso,Ticino,South,Italian,None
CHF,940,1.5,0,"Via ai Grotti 8, 6900 Paradiso",Paradiso,Ticino,South,Italian,None
CHF,990,1.5,40,"Riva Paradiso 4a, 6900 Paradiso",Paradiso,Ticino,South,Italian,None
CHF,1000,1,0,6900 Paradiso,Paradiso,Ticino,South,Italian,None
CHF,1300,2,49,"Via Calprino 5, 6900 Paradiso",Paradiso,Ticino,South,Italian,None
CHF,900,1.5,49,"via dei Faggi 2a, 6912 Pazzallo",Pazzallo,Ticino,South,Italian,None
CHF,900,1.5,49,"via dei Faggi 2b, 6912 Pazzallo",Pazzallo,Ticino,South,Italian,None
CHF,910,1,43,"Via dei Faggi 27, 6912 Pazzallo",Pazzallo,Ticino,South,Italian,None
CHF,950,2,0,"Dei giardini 1, 6912 Pazzallo",Pazzallo,Ticino,South,Italian,None
CHF,950,1.5,40,6912 Pazzallo,Pazzallo,Ticino,South,Italian,None
CHF,1250,2,60,6912 Pazzallo,Pazzallo,Ticino,South,Italian,None
CHF,900,1.5,49,"via dei Faggi 2a, 6912 Pazzallo",Pazzallo,Ticino,South,Italian,None
CHF,900,1.5,49,"via dei Faggi 2b, 6912 Pazzallo",Pazzallo,Ticino,South,Italian,None
CHF,910,1,43,"Via dei Faggi 27, 6912 Pazzallo",Pazzallo,Ticino,South,Italian,None
CHF,950,2,0,"Dei giardini 1, 6912 Pazzallo",Pazzallo,Ticino,South,Italian,None
CHF,950,1.5,40,6912 Pazzallo,Pazzallo,Ticino,South,Italian,None
CHF,1250,2,60,6912 Pazzallo,Pazzallo,Ticino,South,Italian,None
CHF,700,2,40,"Residenza La Perla, 6579 Piazzogna",Piazzogna,Ticino,South,Italian,None
CHF,700,2,40,"Residenza La Perla, 6579 Piazzogna",Piazzogna,Ticino,South,Italian,None
CHF,1380,2,59,"Via Don Torriani 2, 6948 Porza",Porza,Ticino,South,Italian,None
CHF,1380,2,59,"Via Don Torriani 2, 6948 Porza",Porza,Ticino,South,Italian,None
CHF,650,1.5,30,"Via Ceresio 5C, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,690,1,25,"Via Ceresio 3D/E - 5B/C, Pregassona 6963, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,750,1,0,"Via delle Rose 12, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,650,1.5,30,"Via Ceresio 5C, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,690,1,25,"Via Ceresio 3D/E - 5B/C, Pregassona 6963, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,750,1,0,"Via delle Rose 12, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,800,1.5,0,"Via delle Rose, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,820,1.5,35,"Via alle Fontane 9, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,870,2,33,"Via Boschina 19, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,890,1.5,0,"Via Roncobello 12, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,900,1.5,30,6963 Pregassona,Pregassona,Ticino,South,Italian,None
CHF,900,1,29,"Viale Cassone 5, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,1120,1.5,34,"Via delle Rose 12, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,1200,2,0,"Via Boschina 19 Pregassona, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,1430,2,0,6963 Pregassona,Pregassona,Ticino,South,Italian,None
CHF,800,1.5,0,"Industria 17/17a, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
CHF,820,1.5,35,"Via delle Rose, 6963 Pregassona",Pregassona,Ticino,South,Italian,None
